RESTAURANT;DIRECCION;NOMBRE_PLATO;DESCRIPCION_PLATO
El Mastique;Dorsal 584 Recoleta Región Metropolitana;Campesino;Lechuga, Tomate, Choclo y Mayo
Saki Sushi;Sta Victoria 192, Santiago, Región Metropolitana;Bebida 1.5 l;Elige tu bebida.
La Sanguchera del Barrio;(Después de las 19:00 entrada por calle Nueva Tobalaba) Av. Andrés Bello 2425, Providencia, Región Metropolitana, Chile;Classic Burger + Papas Fritas;Classic burger (hamburguesa, mayo, lechuga, tomate, pepinillos y cebolla morada). .
Take a Wok;OJO: RETIRAR EN TANTA (Después de las 19:00 entrada por calle Nueva Tobalaba) Av. Andres Bello 2447 Local 5112, Providencia;Kairos American Pale Ale 473 ml;Cerveza artesanal de estilo ale. Refrescante, levemente amarga y frutal. Con tonalidad dorada, intensidad promedio y notas aromáticas a maracuyá.
Dulce Luna;Av Presidente Kennedy 5413, Las Condes, Vitacura, Región Metropolitana, Chile, local 7007;Jugo Mix Del Norte;Jugo de mango, piña y naranja
Havanna;Andrés bello 2447 local 6334 - Costanera Center piso 3;Huevo de Pascua 165g;Huevo de chocolate con leche, relleno con almendras y avellanas bañadas en chocolate.
Doggis;Av. Apoquindo 3038 Las Condes Región Metropolitana Chile local 243;Sprite Zero 350ml;Sprite zero 350ml
Ica;Isidora Goyenechea 2939, Las Condes, Santiago, Región Metropolitana, Chile (frente Route 66);Lomo Liso con Gratín de Papas;Lomo liso o bife angosto, acompañado con gratín de papas cremosas y chimichurri de la casa
De Pana!;Lincoyán 920, Ñuñoa, Región Metropolitana, Chile;Pirulin 24g;Pirulin 3 unid.
Croq Delice;Nueva Los Leones, 30, Providencia, Región Metropolitana;Crêpe sucrée de salsa de chocolate amargo con frutas;Salsa de chocolate amargo casera con frutas a elección (frutillas, plátanos o manzanas confitadas con canela).
Mr Lucas;Jose domingo cañas 2183;Hamburguesa Mr. Dinámica;Hamburguesa casera 180 gr, tomate, palta, americana, chucrut y mayonesa. Acompañadas con porción de papa fritas.
Little Caesars Pizza;Av. Vitacura 4607, Vitacura, Región Metropolitana, Chile;Red Bull Sugarfree;Red bull sugarfree
Farina;Av. Pedro de Valdivia, 2520, Ñuñoa, Región Metropolitana;Canada Dry Ginger Ale 350 ml;Bebida
La Casa Vieja;Av Vitacura, 8411, Vitacura, Región Metropolitana;Coca-Cola Sin Azúcar 350 ml;Bebida Coca-Cola Sin Azúcar 350 ml
Affogato Heladería y Café;Cóndor 1011, Santiago, Región Metropolitana, Chile;Fusion Cream;Helado de vainilla combinado con una fruta y crema chantilly.
Los Buenos Muchachos;Ricardo Cumming 1031 Santiago Región Metropolitana;El guaton loyola;10empanadas de pino, 1kg de pebre,10 mini pan, 2parrillas especial, 2 costillar,2chilenas,2papas doradas grandes1 lt chicha.
Kobo Sushi;Av. Manuel Montt 1565, Providencia, Región Metropolitana;Coca-Cola Light 350 ml;Bebida
Zerozero Pizza;Sta Magdalena 104, Providencia, Región Metropolitana, LOCAL 11;Boconccino 125 Gr;Boconccino de Mozarella  fior de late
Trattoria Da Noi;Av. Italia 1791, Ñuñoa, Región Metropolitana;Pizza Margarita Jamon;Masa artesanal fermentada 24 horas, pomodoro natural, orégano, queso muzzarella y jamón pierna artesanal.
Big Boba Bubble Tea Shop;(OJO: Retiro en 5to piso local número 5109) Av. Andres bello 2447, mall costanera;Ice Tea+ Queque Red Velvet;Ice tea+ queque red velvet.
La Muzza Pizzería;Antonio Varas 364, local 101, Providencia, Región Metropolitana;Sprite 350 ml;Bebida
Arabian Fusion Food Barrio Italia;Av. Italia 1609, Ñuñoa, Región Metropolitana, local 13;Pincho Kids Carne;Pincho de carne, papas fritas.
Estadio Español;Neveria 4971, Las Condes.;Sprite Zero 1.5 l;Bebida
Schopdog;Av. Providencia 1995, Providencia, Región Metropolitana,;Cachantun con Gas 500 ml;Agua
TPM Tomate Palta Mayo;Av. Hernando de Aguirre 156, Santiago, Providencia, Región Metropolitana;Tabla Tennessee;Media costilla barbecue, chickenwings, mozarella stick, aros decebolla, papas fritas acompañadade salsa bbq & coleslaw.
D'Fab;Av. Pdte. Riesco 5537, Las Condes, Región Metropolitana;Ensalada Rusa;Mix hojas verdes, papas may, arvejas y perejil, huevo, repollo morado, aderezo.
Dulcería Frutillar;Av. Cristóbal Colón 5300, Las Condes, Región Metropolitana;Alfajores Artesanales;Alfajores de maicena con crema de avellanas y manjar, cubiertos de chocolate y nueces tostadas. Bolsitas de 200 gramos
Mascarpone;Francisco Bilbao 1185, Providencia;Fanta Sin Azúcar 1.5 l;Bebida
ConserBar;Av. Condell 1189, Providencia, Región Metropolitana;Schop Kunstmann 2 Litros;Sale fresco directo del barril.
Shawerma;Cerro Arenales 871, Las Condes, Región Metropolitana;Mix Dulces Árabes;Exquisito mix de dulces árabes de cóctel (10 unidades).
Lukai Sushi;San Patricio 4292, Vitacura, Región Metropolitana, local c;Coca-Cola Sin Azúcar 1.5 L;Bebida
El Palacio de la Chorrillana;Pío Nono 201, Providencia, Región Metropolitana;3 medallas Blanco 187 ml;3 medallas 187 ml Blanco
Pollo Stop Asaduría;Las Urbinas 43, Providencia, Región Metropolitana (Retirar en local Fajita Express);Bebida 1.5 L;Bebida 1.5 l
Sweetfran;Av. Manuel Montt 119, Providencia, Región Metropolitana, Chile;Vitamina B12;Marca Dulzura Natural, 90 porciones
Salvadora;Bucarest 104, Providencia, Chile;Sprite Zero 1.5 l;Bebida
Akai Sushi;San Patricio 4292, Vitacura, Región Metropolitana, LOCAL C;Promo Hot Roll 45 Bocados;18boc pollo queso9 boc camaron queso9boc kanik queso9 boc samon queso cebollin.
Gelateria Italia;Av. Providencia 1975, Santiago, Providencia, Región Metropolitana;Conos de Barquillo;Conos de barquillo para helados, 4ud.
Sonder Meat....;Av. José Pedro Alessandri 821, Ñuñoa, Región Metropolitana,local 4;Sonder Partner!;2 hamburguesas sonder classic (mayo, lechuga, tomate, cebolla pepinillos, carne 120 gr, queso, kétchup, mostaza), 1 papas familiares, 2 bebidas.
Montalbano;Av. Providencia 1995Providencia, Región MetropolitanaLocal 1 - SchopDog;Canelloni en Salsa Boloñesa para 4;Canelloni rellenos de pollo a base de bechamel, queso crema y toque de cebollin y cubierto en salsa boloñesa
Somos Perú Buffet;Av. Francisco Bilbao 1042, Providencia, Región Metropolitana;1 Litro de Jugo Natural;Con frutas de estación natural .
Empanadas San Valentino;Pío Nono 153, Providencia, Región Metropolitana (Restaurant El Palacio de la Chorrillana);Limón Soda Limón 350 ml;Bebida
Thai Express;Tobalaba 119, Providencia, Región Metropolitana;Helado Vegano. 400 Cc;Helado vegano
Chick;San Sebastián 2800, Las Condes.;Pulled Pork 500g (pulpork);500g de pulled pork (by pulpork). paleta de cerdo cocinada a fuego lento, ahumado y desmenuzado. envasado al vacío, listo para calentar y servir.
Taqueria Th;Vicuña Mackenna 91 Providencia, Santiago, Región Metropolitana;Gringa Vegetariana;Vegetales salteados cebolla, Pimentón, Choclo, Champiñón acompañado de Cilantro, Piña y queso fundido.
Café Loreto;Av. Pedro de Valdivia 2876 Ñuñoa, Región Metropolitana;Benedictino 500 ml;Agua purificada .
Dulcería Sweet Brownie;Rosario Sur 530Las Condes, Región Metropolitana;Mani Bañado en Chocolate 1 kg;Exquisito mani bañado en chocolate semi amargo 1 kg.
Lasaña Factory;El Coihue 3886, Vitacura, Región Metropolitana;Papas Fritas;Porción adicional de papas
La Nacional;(LOCAL PESCADOS CAPITALES) Nueva Costanera 3723, Vitacura;Coca-Cola Light 350 ml;Bebida
Pescados Capitales;Nueva Costanera 3723, Vitacura;Ensalada Clásica;Ensalada de mix de hojas verdes, tomates cherry, rábano y choclo amarillo .
Lumberjack's Grill;Sta Magdalena 88 Providencia Región Metropolitana local 9;Benedictino con Gas 500ml;Agua con gas.
Tortilla Factory;Gilberto Fuenzalida 153, Las Condes, Región Metropolitana;Veggie;Tortilla de maíz plana y crujiente, con topping de lechuga, verduras crocantes, pico de gallo y crema ácida.
La Estrella;Av. José Pedro Alessandri 1665 Ñuñoa Región Metropolitana;Pepsi Original 1.5 l;Bebida
I-Ching;Independencia 1928 Independencia, Región Metropolitana;Edu;Tartar de Salmon. Quesos de cremas. Ciboulette envuelto en palta.
Le Ñam;Aguas Claras 1700, La Reina;Del Mar;Ensalada, mezcla de lechuga y rúcula con camarones, tomate cherry, tostadas y aliño de la casa..
La Focaccia;El bosque norte 166, Las Condes;RedBull Sugar Free 250 ml;Energética
Empanadas RoySar;Antonio Varas 2487, Ñuñoa, Región Metropolitana;Pastel de Choclo;Pastel de Choclo (mix de carnes molida y picada), huevos, pasas, pechuga de ave, pasta de choclo.
Avatar Sushi;Humberto Trucco 37, Ñuñoa, Región Metropolitana, Chile;Wasabi;Pocillo Con Wasabi
Deseable® Pizza;Av. José Pedro Alessandri 821, Santiago, Región Metropolitana, Chile;Bebidas 1.5 Lt;Bebida gaseosa.
Délices D'Alsace;Andacollo 1599, Providencia;Panier Hojaldre;4 Masas hojaldre, Caracol pasas, Caracol Chocolate,Croissant Almendras y Pan de Chocolate
Myteka;Enrique Mac Iver 272, Santiago, Región Metropolitana, Chile, local 11 y 12;Copa de Sandía;Sandías.
La Burguesería;El Aguilucho 3181 Providencia, Región Metropolitana;Piña Colada Sin Alcohol;Batido de coco y piña 500ml.
The Greek;Encomenderos 113, Las Condes, Región Metropolitana, local 4;Agua Guallarauco Limón 500 ml;Agua de fruta sabor limón.
Perú Clásico;Lord Cochrane 655, Santiago, Región Metropolitana, Local B;Aquarius Pera 1.6 l;Agua Aquarius Pera 1.6 L
Kimagure;El Aguilucho 3181, Providencia, Región Metropolitana;Marquesa Chocolate;Capas de galleta , y budin chocolate .
Le Poutine;El Aguilucho 3181Providencia, Región Metropolitana;Piña Colada Sin Alcohol;Batido de coco y piña 500ml.
Piso Uno;Sta Magdalena 116, Providencia, Región Metropolitana (Solo Rt con Autos y motos);Nigiri Gunkan Sake Tuna Dry;Atún madurado sobre tartar de salmón, sopleteado con foie grass
El Arabish;av los leones 936 providencia region metropolitana chile;Corona 330 ml;Cerveza
Bocanariz;jose victorino lastarria 276 santiago;Canada Dry Ginger Ale Light 310 ml;Bebida
Master Wok Providencia;Valenzuela Castillo 1260, Providencia, Región Metropolitana, Chile;Nordic Mist Ginger Ale Zero 350 ml;Bebida
Poke Fresh;Paseo Peatonal El Mañío 1637, Vitacura, Región Metropolitana (local Fukai - El coihue 3886);Agua Con Gas 350ml;Perrier 350ml
The Craft Burger;Cerro Colorado 5295, Las Condes, Región Metropolitana, Chile;Untaditos de Nutella;Rollitos de masa rellenos con nutella.
Segreta Pizzeria;Las Hualtatas 7324, Vitacura, Chile;Sprite Zero 1,5 Lts;Bebida sprite zero en formato 1,5 lts fría
KFC;Andres Bello 2447, Providencia;Bebida Lata;Elige tu bebida en lata
Ramen One;Avda Independencia 565, Independencia;Agua Con Gas;Agua con gas
Xin Hua;Irarrázaval 34, Ñuñoa, Chile;Pepsi Original 1.5 l;Bebida
Indian Box - Veggie;Kennedy 5601, local G4-12, Piso 4;Fanta Normal;Bebida fanta normal en lata 350 ml
Biteme Organic Burger;avenida Apoquindo 4900 local 112 y 113;Bebida;Lata de bebida 330ml a elección.
Bianco Gelato;Av. Andrés Bello 2446, Providencia, Chile_local 3224;Brownie con Helado;Brownie, un sabor de helado y salsa de chocolate
Brussels Heart Of Chocolate;Sta Magdalena 187, Providencia, Región Metropolitana, Chile;Caja First Aid;Contiene 1 caja de bombones de 16 unidades mixta, 1 waffle con ramas de chocolate y una inyeccion de chocolate.
Holy Chicken;(Retiro Cocina de Kaleta (Bazar Gourmet)) Av Presidente Kennedy 5413, Las Condes, Vitacura, Chile;Pepsi Light 1.5 l;Bebida
La Fuente Carrera;Avenida Larrain 6097, La Reina, Chile_Local 6;Agua Con Gas 500ml;Agua con gas 500ml
Pizzario;av pedro de valdivia 335 providencia region metropolitana chile;Coca-Cola Original 350 ml;Bebida
Pizzería El encuentro G.A.S.Ch;Pérez Valenzuela 1109 - Local 35 Providencia Región Metropolitana Chile;Coca-Cola Sin Azúcar 1.5l;Bebida.
Yapones;emilia tellez 5372 nunoa region metropolitana chile;Gohan Vegetariano;Arroz, champiñones apanados, palmito, palta, queso crema, cebollín. .
Lukai Green & Salad;San Patricio 4292, Vitacura;Ensalada Salmón Ahumado;Ensalada de base de lechuga, queso blanco, zanahoria, tomate,choclo, salmon ahumado
Porca Pizzeria;alonso de cordova 5320 local 14a las condes region metropolitana chile;Vital Sin Gas 330 ml;Agua
Restobar Compañia 1287;compania de jesus 1287 santiago region metropolitana chile;Hamburguesa Royal Supreme;Hamburguesa de carne, queso, jamón, papas fritas, cremas y lechuga.
La Leona Las Condes;Noruega 6337, Las Condes, Región Metropolitana;Panqueque Manjar Salsa Chocolate;Panqueque manjar salsa chocolate.
Fresh Salads Vitacura;Av vitacura 2911 las condes region metropolitana chile;Sprite Zero 350 Ml;Sprite zero 350 ml
Sergios;avenida las condes 7126 las condes las condes;Papas Fritas;Papas fritas caseras.
Porky;jose manuel infante 1414 providencia region metropolitana chile;Helado de 1 Litro de Frutos Del Bosque;Helado artesanal de 1 litro sabor frutos del bosque.
Suo Food;Avenida Independencia 801, Independencia;X2 Hand Roll Premium;Indicar envoltura, queso-pollo o nori.
Yeka;av salvador 857 providencia region metropolitana chile;Salsa Bolognesa Extra;Salsa bolognesa extra
Bao Mamba;gral holley 109 providencia region metropolitana chile;Munchies - Korean Fried Chicken;Muslo de pollo deshuesado, apanado, frito y rebozado en nuestra salsa sweet chili, semi picante y semilla de sésamo blanco.
Sambal Sushi;Paseo Las Palmas, Providencia, Chile 2230 local c1;Mix de Vegetales Tempura;mix de vegetales tempurizados acompañados con salsa tensuyo
De Raíz;andres de fuenzalida 99 providencia region metropolitana chile;Kombucha;Kombucha
Brasur;San Antonio 434, local 8, Santiago, Santiago;Wantan Frito;Masa de hojas fritas (10 unidades )
Guacamole Mexican Grill;Av Tobalaba 201 providencia;Gaseosa;Elige tu gaseosa.
Sushispop;Simón Bolívar 3702, Ñuñoa;1 Pizza Familiar + Bebida de 1.5Litrs;Masa a la piedra, salsa de tomate natural, orégano, queso mozarella, pepperoni, pimentón. .
Katsumi Sushi;Av. Salvador 2132, Ñuñoa, Región Metropolitana, Chile;Coca-Cola Original 350 ml;Bebida
Helados Fratelli;Avenida Presidente Kennedy lateral 7160, Vitacura, Chile;Frutilla Chips;Helado artesanal de frutilla de 1 litro, elaborado con fruta 100% natural y chips de chocolate .
Bravissimo;Avenida Ossa 2282, La Reina;Menta Chips;Cremoso helado de menta con exquisito chocolate granizado. una mezcla perfecta de sabores. cont.neto: 350gr (500 ml aprox)
Restaurant Japon Delivery;vitacura 7128, Vitacura, Región Metropolitana, Chile;Helado Artesanal;Helado artesanal sabor a elección.
Dulce Pimienta;av providencia 455 providencia region metropolitana chile;Tiramisu.;Bizcocho de vainilla remojado en almíbar de café y licor, cubierto con crema de queso, chantilly y merengue y cacao .
California Chicken;Avenida José Pedro Alessandri 114, Ñuñoa, Chile;Pepsi Zero 1.5 L;Bebida
Waffles World;Pedro de ona 88 nunoa region metropolitana chile;Benedictino con Gas 500ml;Agua
pizzeria capri;geronimo de alderete 1423 vitacura region metropolitana chile;Capresse Al Vacío;Pomodoro, mozzarella fior di latte, albahaca, tomate cherry, queso parmesano y aceite de oliva
Burger King®;Av Vitacura 116, 144, Providencia, Región Metropolitana, Chile;Bilz Lata;Lata de bebida. elige tu favorita!
Caprese;Av. Pdte. Kennedy Lateral 9001, Las Condes, Chile_ local 3229, ( Mirador Mall Alto las Condes);Canada Dry Ginger Ale Zero 350 ml;Bebida
Tarros Mex;antonio de pastrana 2529 vitacura region metropolitana chile;Te Helado;Te helado .
Mas Que Hummus;Chile España 592, Ñuñoa, Chile_;Coca-Cola Sin Azúcar 350 ml;Bebida
Taco Express;Los Alerces 2958, Ñuñoa, Región Metropolitana, Chile;Dulces Tradicionales;6 dulces árabes hechos de crujientes hojas de masa filo y frutos secos con un suave toque de almibar. 100 % Artesanales.
Excelencia China;Av. Manuel Montt 869, Providencia, Chile;Sopa Wantán;Caldo de ave, lomo, verduras surtidas y wantán..
Maxidea;Paula Jaraquemada 17, La Reina, Región Metropolitana, Chile_;Galletón Chips de Chocolate;Crujiente galletón con chips de chocolate.
Hambrientos;Tomás Andrews 67, Providencia, Región Metropolitana, Chile_;Fanta Naranja 1.5 L;Bebida
Harina Pan Artesanal;Av. Manquehue Norte 1788, Vitacura;Coca-Cola Original 350 ml;Bebida
Helados Bosa Las Tranqueras;Las Tranqueras 1479, Vitacura, Región Metropolitana, Chile;Franui;Frambuesas bañadas chocolate con leche.
Pasteleria La Pajarera;diagonal ote 1475 santiago nunoa region metropolitana chile;Benedictino con Gas 500 ml;Agua
Poké Life;Avenida El Bosque Norte 0226, Las Condes, Chile_;Vital con Gas 330ml;Aguas
La Ermita;General Juan Antonio Lavalleja 2411, Región Metropolitana, Chile;Caja Mini Pasteles Tradicionales;Caja de 16 mini pasteles tradicionales, con nuestros mejores clásicos, 4 mini alfajores tradicionales, 4 mini pie de brownie, 4 mini alfajores maicena.
Duploz;Avenida El Bosque Norte 226, Las Condes, Chile_;Signature Pizza con Bebida;Pizza de 28 cm a elección y bebida en lata a elección.
Ismaelle Food Coffee;suecia 9 providencia region metropolitana chile;Empanada Vegana Queso Espinaca;Empanada de masa blanca rellena rellena de espinaca y queso vegano .
El Arabe;los alerces 2958;Coca-cola Sin Azúcar 1.5 l;Bebida.
La Popular;José Manuel Infante 1232, Providencia, Región Metropolitana, Chile_;Bollo Popular Dulce;Masa de croissant, canela, azucar morena, cacao y un pizca de cardamomo y gengibre.
Por La Fruta Gourmet;Chiloé 2018, Santiago, Región Metropolitana, Chile_;Agua Mineral 1/2;Agua mineral  500cc.
sabko namaste chile;av manuel montt 1584 providencia region metropolitana chile;Double Ka Meetha;Delicioso budín del rey nabab originado en hyderabad (sur de la india).
Crudo sin Censura;Sta Isabel 0506, Providencia, Región Metropolitana, Chile_;*Nuevo* Ceviche Vegano;Frescos cubos de champiñones, cebolla morada, pimentón, cilantro, palta, jugo de limón, aceite de oliva, sal y pimienta.
Caramagnola;Av. Francisco Bilbao 4471, La Reina, Santiago, Chile;Canada Dry Ginger Ale 350 ml;Bebida
JE Burger;nataniel cox 146 santiago region metropolitana chile;Expreso;Café de máquina espresoschile.
Jeangon Sushi;San Diego 1379, Santiago;Sprite 1.5 L;Bebida
Rockstar Burger Santiago;rancagua 621 providencia region metropolitana chile;Sprite 350 ml;Bebida
El Carnal;Los Alerces 2958 Ñuñoa Región Metropolitana;Coca-cola Sin Azúcar 1.5 l;Bebida.
Seven Pizza;Encomenderos 106, Local 1-A. Las Condes.;Benedictino Sin Gas 500 ml;Agua
Isla Ceviche;Jorge Washington 279, Ñuñoa;Escoge tus x2 ceviches;Selcciona tus 2 ceviches, tus 2 toppings y  comparte el sabor tropical.
Churroholic;Jorge Washington 279, Ñuñoa, Región Metropolitana;Sprite Zero 350 ml;Bebida
Crepes & Waffles;Av Presidente Kennedy 5413;Sprite Zero 350 ml;Bebida
Alto Japón;San Pío X 2397, Providencia, Chile;Nordic Zero Ginger Ale Lata 350ml;Nordic zero ginger ale lata 350ml
Javier D'Angelo Kusina;Gerónimo de Alderete 1020, Vitacura, Región Metropolitana, Chile;Cheese Cake de Oreo;Postre cheese cake de oreo de 180 gr.
Doc Popcorn;Andrés Bello 2425 / Local 5194 / 5to piso Mall Costanera Center;Party Bag Better Butter;Cabritas saladas con mantequilla. Bolsa plástica de 10 litros
